kind,path,classification,file_count,frontmatter_count,symlink
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/tdd/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/teach/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/to-questionnaire/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/to-spec/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/to-tickets/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/triage/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/wait-what/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/wayfinder/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/wizard/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/writing-beats/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/writing-for-agents/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/writing-fragments/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/backups/agent-skills-20260815-024526/skills/writing-shape/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/deeptutor/deeptutor/agents,backup/archive,5,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/deeptutor/deeptutor/agents/math_animator/agents,backup/archive,0,0,False
agent,/Users/steven/.agent-skills-backup-2026-08-18/deeptutor/deeptutor/agents/question/agents,backup/archive,0,0,False
